
# GoodFET EEPROM Unlock test.
# Count of reads with voltage glitch.
# AVRStart takes 0f90 cycles.
# 5 trials/point, 1 steps/point
# DAC Range 0000 to 0400
# Time Range 0020 to 0f90
# Generated by GoodFET, http://goodfet.sf.net/
# 20234240 points
# Column 0106
# GoodFET EEPROM Unlock test.
# Count of reads with voltage glitch.
# AVRStart takes 0f90 cycles.
# 5 trials/point, 1 steps/point
# DAC Range 0000 to 0400
# Time Range 0020 to 0f90
# Generated by GoodFET, http://goodfet.sf.net/
# 20234240 points
# Column 0003
# GoodFET EEPROM Unlock test.
# Count of reads with voltage glitch.
# AVRStart takes 0f90 cycles.
# 5 trials/point, 1 steps/point
# DAC Range 0000 to 0400
# Time Range 0020 to 0f90
# Generated by GoodFET, http://goodfet.sf.net/
# 20234240 points
# Column 0278
#Glitched from 0278 at 0042
0.509180, 66.000000, 1.000000
# GoodFET EEPROM Unlock test.
# Count of reads with voltage glitch.
# AVRStart takes 0f90 cycles.
# 5 trials/point, 1 steps/point
# DAC Range 0000 to 0400
# Time Range 0020 to 0f90
# Generated by GoodFET, http://goodfet.sf.net/
# 20234240 points
# Column 03e5
#Glitched from 03e5 at 0042
0.803247, 66.000000, 1.000000
#Glitched from 03e5 at 0044
0.803247, 68.000000, 1.000000
#Glitched from 03e5 at 0077
0.803247, 119.000000, 1.000000
#Glitched from 03e5 at 00de
0.803247, 222.000000, 1.000000
#Glitched from 03e5 at 010b
0.803247, 267.000000, 1.000000
#Glitched from 03e5 at 0117
0.803247, 279.000000, 1.000000
#Glitched from 03e5 at 0167
0.803247, 359.000000, 1.000000
#Glitched from 03e5 at 02cd
0.803247, 717.000000, 1.000000
#Glitched from 03e5 at 04bb
0.803247, 1211.000000, 1.000000
#Glitched from 03e5 at 05f4
0.803247, 1524.000000, 1.000000
# Column 0150
#Glitched from 0150 at 0042
0.270703, 66.000000, 1.000000
# Column 02d4
#Glitched from 02d4 at 0042
0.583301, 66.000000, 1.000000
#Glitched from 02d4 at 0044
0.583301, 68.000000, 1.000000
#Glitched from 02d4 at 0248
0.583301, 584.000000, 1.000000
#Glitched from 02d4 at 03bf
0.583301, 959.000000, 1.000000
# Column 000f
#Glitched from 000f at 0042
0.012085, 66.000000, 1.000000
# Column 03d9
#Glitched from 03d9 at 002c
0.793579, 44.000000, 1.000000
#Glitched from 03d9 at 0044
0.793579, 68.000000, 1.000000
#Glitched from 03d9 at 006c
0.793579, 108.000000, 1.000000
#Glitched from 03d9 at 0073
0.793579, 115.000000, 1.000000
#Glitched from 03d9 at 012f
0.793579, 303.000000, 1.000000
#Glitched from 03d9 at 02b8
0.793579, 696.000000, 1.000000
#Glitched from 03d9 at 02ff
0.793579, 767.000000, 1.000000
#Glitched from 03d9 at 0325
0.793579, 805.000000, 1.000000
#Glitched from 03d9 at 0593
0.793579, 1427.000000, 1.000000
#Glitched from 03d9 at 0a9f
0.793579, 2719.000000, 1.000000
#Glitched from 03d9 at 0b10
0.793579, 2832.000000, 1.000000
#Glitched from 03d9 at 0bb4
0.793579, 2996.000000, 1.000000
#Glitched from 03d9 at 0d3e
0.793579, 3390.000000, 1.000000
# Column 0075
#Glitched from 0075 at 0042
0.094263, 66.000000, 1.000000
# Column 0318
#Glitched from 0318 at 0042
0.638086, 66.000000, 2.000000
#Glitched from 0318 at 0044
0.638086, 68.000000, 1.000000
#Glitched from 0318 at 0b11
0.638086, 2833.000000, 1.000000
#Glitched from 0318 at 0b56
0.638086, 2902.000000, 1.000000
#Glitched from 0318 at 0b82
0.638086, 2946.000000, 1.000000
# Column 0335
#Glitched from 0335 at 0042
0.661450, 66.000000, 1.000000
#Glitched from 0335 at 0044
0.661450, 68.000000, 1.000000
#Glitched from 0335 at 05cc
0.661450, 1484.000000, 1.000000
#Glitched from 0335 at 064e
0.661450, 1614.000000, 1.000000
#Glitched from 0335 at 0b0f
0.661450, 2831.000000, 1.000000
#Glitched from 0335 at 0b10
0.661450, 2832.000000, 1.000000
#Glitched from 0335 at 0b11
0.661450, 2833.000000, 1.000000
#Glitched from 0335 at 0b83
0.661450, 2947.000000, 3.000000
#Glitched from 0335 at 0c82
0.661450, 3202.000000, 1.000000
# Column 023b
#Glitched from 023b at 0042
0.460034, 66.000000, 4.000000
#Glitched from 023b at 0044
0.460034, 68.000000, 1.000000
#Glitched from 023b at 0b11
0.460034, 2833.000000, 1.000000
# Column 03f9
#Glitched from 03f9 at 0042
0.819360, 66.000000, 1.000000
#Glitched from 03f9 at 0064
0.819360, 100.000000, 1.000000
#Glitched from 03f9 at 0099
0.819360, 153.000000, 1.000000
#Glitched from 03f9 at 00d3
0.819360, 211.000000, 1.000000
#Glitched from 03f9 at 0191
0.819360, 401.000000, 1.000000
#Glitched from 03f9 at 0200
0.819360, 512.000000, 1.000000
#Glitched from 03f9 at 0231
0.819360, 561.000000, 1.000000
